job_location,search_city,search_country,job_level,job_type,job_name,languages,certifications,soft_skills,programming_languages,technologies,academic_degrees,knowledge,n_languages,n_certifications,n_soft_skills,n_programming_languages,n_technologies,n_knowledge,n_academic_degrees,num_job_level,num_job_type,num_search_country
California- United States,California,United States,Associate,Remote,Software Engineer,No found,No found,Leadership-Organization-Adaptability-Creativity-Work Ethic-Teamwork,JavaScript-Java,Node.js-Kubernetes-GraphQL-Spring-React-Angular-PostgreSQL-Docker-Google Cloud,Bachelors,Security-Databases-DevOps-Agile-Web Development-TDD,0,0,6,2,9,6,1,0,1,3
California- United States,California,United States,Associate,Remote,Software Engineer,No found,No found,Problem Solving-Organization-Leadership-Communication-Teamwork,No found,Express,No found,Agile,0,0,5,0,1,1,0,0,1,3
Newark- CA,California,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Teamwork-Creativity,No found,Jenkins,No found,Networking-Agile-Security-Version Control,0,0,2,0,1,4,0,1,0,3
San Francisco- CA,California,United States,Mid senior,Hybrid,FrontEnd Software Engineer,No found,No found,Communication-Leadership-Teamwork-Empathy,TypeScript,AWS-Node.js-React-Express-Spark-MongoDB-RESTful APIs,No found,Web Development-Security-Databases-Cloud Computing,0,0,4,1,7,4,0,1,0,3
Chesterfield- MO,East Saint Louis,United States,Mid senior,Onsite,Software Engineer,No found,No found,Problem Solving-Adaptability-Creativity-Communication-Teamwork,TypeScript,Azure-Docker-Angular,No found,Testing-DevOps-Agile-Web Development-Cloud Computing,0,0,5,1,3,5,0,1,2,3
Chesterfield- MO,East Saint Louis,United States,Mid senior,Onsite,Software Engineer,No found,No found,Problem Solving-Adaptability-Creativity-Communication-Teamwork,TypeScript-CSS-SQL-HTML-JavaScript,React-RESTful APIs-Azure-Angular,No found,Testing-DevOps-Version Control-Databases-Agile-Cloud Computing-Web Development,0,0,5,5,4,7,0,1,2,3
St Charles- MO,East Saint Louis,United States,Mid senior,Onsite,Software Developer,No found,No found,Organization-Communication-Problem Solving-Teamwork,CSS-SQL-HTML-PHP-JavaScript,Angular,Diploma,Web Development-Security-Databases-Version Control,0,0,4,5,1,4,1,1,2,3
St Louis- MO,East Saint Louis,United States,Mid senior,Hybrid,Software Developer,No found,No found,Teamwork,SQL-JavaScript,No found,Bachelors,Agile-Testing-Databases-Web Development,0,0,1,2,0,4,1,1,0,3
St Louis- MO,East Saint Louis,United States,Mid senior,Hybrid,FrontEnd Software Engineer,No found,No found,Leadership-Teamwork-Creativity,CSS-HTML-JavaScript,AWS-React-Elasticsearch-Angular-PostgreSQL-Jenkins-RESTful APIs-SOAP,No found,Testing-DevOps-Security-Databases-Data Science-Agile-Cloud Computing-Web Development-Software Architecture,0,0,3,3,8,9,0,1,0,3
St Louis- MO,East Saint Louis,United States,Mid senior,Hybrid,Software Developer,No found,No found,Organization-Leadership-Teamwork-Creativity,Java,AWS-Kubernetes-Ansible-Elasticsearch-Chef-Docker-Redis-Terraform-RESTful APIs,No found,Testing-DevOps-Version Control-Security-Databases-Data Science-Agile-Cloud Computing-CI CD,0,0,4,1,9,9,0,1,0,3
St Louis- MO,East Saint Louis,United States,Mid senior,Hybrid,Software Developer,No found,No found,Teamwork,SQL,Azure,Bachelors,Testing-Databases-DevOps-Agile-Cloud Computing,0,0,1,1,1,5,1,1,0,3
St Louis- MO,East Saint Louis,United States,Mid senior,Hybrid,Software Developer,No found,No found,No found,SQL,No found,No found,Testing-Databases,0,0,0,1,0,2,0,1,0,3
Lincoln- NE,Nebraska,United States,Associate,Onsite,Software Engineer,No found,No found,Teamwork-Creativity,Java-CSS-SQL-HTML-Shell-JavaScript,AWS-Kubernetes-React-Azure-MySQL-Docker-Google Cloud,No found,Databases-Version Control-Data Science-Agile-Cloud Computing-Web Development,0,0,2,6,7,6,0,0,2,3
Bellevue- NE,Nebraska,United States,Associate,Onsite,Software Engineer,No found,No found,Interpersonal Skills-Communication-Teamwork-Creativity,Java-TypeScript-Python,Spring-React-Angular-Docker-Jenkins,PhD,DevOps-Security-Version Control-Agile-Web Development-Software Architecture-CI CD,0,0,4,3,5,7,1,0,2,3
Bellevue- NE,Nebraska,United States,Associate,Onsite,Software Engineer,No found,No found,Interpersonal Skills-Communication-Teamwork-Creativity,Java-TypeScript-Python,Spring-React-Angular-Docker-Jenkins,PhD,DevOps-Security-Version Control-Databases-Agile-Web Development-Software Architecture-CI CD,0,0,4,3,5,8,1,0,2,3
Bellevue- NE,Nebraska,United States,Associate,Onsite,Software Engineer,No found,No found,Teamwork,Java-CSS-SQL-HTML-Shell-JavaScript,No found,No found,Testing-Databases-Version Control-Security-Web Development,0,0,1,6,0,5,0,0,2,3
Omaha- NE,Nebraska,United States,Mid senior,Onsite,Software Engineer,No found,No found,Organization-Teamwork,SQL-JavaScript-Kotlin-Swift,RESTful APIs-AWS,No found,Mobile Development-Web Development-Databases-Cloud Computing,0,0,2,4,2,4,0,1,2,3
Omaha- NE,Nebraska,United States,Mid senior,Onsite,Software Engineer,No found,No found,Organization-Problem Solving-Leadership-Teamwork,SQL,No found,Associate,Project Management-Testing-Databases,0,0,4,1,0,3,1,1,2,3
Omaha- NE,Nebraska,United States,Mid senior,Onsite,Software Engineer,No found,No found,Organization-Adaptability-Creativity-Communication-Teamwork,TypeScript-Java-Go-SQL-JavaScript-Python,React-Elasticsearch-MongoDB-AWS,No found,Testing-DevOps-Security-Databases-Mobile Development-Agile-Cloud Computing-Web Development,0,0,5,6,4,8,0,1,2,3
Lincoln- NE,Nebraska,United States,Mid senior,Onsite,Software Engineer,No found,No found,Organization-Teamwork,Swift-Java-SQL-Kotlin-JavaScript-Python,AWS-React-Angular-MongoDB-RESTful APIs,No found,Databases-Version Control-Mobile Development-Agile-Web Development-Cloud Computing,0,0,2,6,5,6,0,1,2,3
Omaha- NE,Nebraska,United States,Mid senior,Onsite,Software Engineer,No found,No found,Organization-Adaptability-Creativity-Communication-Teamwork,TypeScript-Java-Go-JavaScript-Python,React-Vue.js-Angular,No found,Agile-Security-Web Development,0,0,5,5,3,3,0,1,2,3
Omaha- NE,Nebraska,United States,Mid senior,Onsite,Software Engineer,No found,No found,Interpersonal Skills-Problem Solving-Leadership-Organization-Adaptability-Creativity-Communication-Teamwork,Java-CSS-HTML-JavaScript-Python,Ansible-Jenkins,No found,Web Development-Version Control,0,0,8,5,2,2,0,1,2,3
Omaha- NE,Nebraska,United States,Mid senior,Onsite,Software Engineer,No found,No found,Teamwork-Creativity,Java,AWS-Spring-React-Azure-Angular-Docker-Redis-Jenkins-RESTful APIs,No found,DevOps-BDD-Security-Agile-Cloud Computing-Web Development-TDD,0,0,2,1,9,7,0,1,2,3
Lincoln- NE,Nebraska,United States,Mid senior,Onsite,Software Architect,No found,No found,Teamwork,Java,Azure,No found,Security-Cloud Computing-Software Architecture,0,0,1,1,1,3,0,1,2,3
Lincoln- NE,Nebraska,United States,Mid senior,Remote,Software Engineer,No found,No found,Organization-Adaptability-Creativity-Communication-Teamwork,TypeScript-SQL-Java,AWS-Kubernetes-Spring-React-Angular-Spark-PostgreSQL-RESTful APIs,No found,Testing-Databases-Version Control-Mobile Development-Agile-Cloud Computing-Web Development-Software Architecture,0,0,5,3,8,8,0,1,1,3
Omaha- NE,Nebraska,United States,Mid senior,Remote,Software Engineer,No found,No found,Organization-Adaptability-Creativity-Communication-Teamwork,TypeScript-SQL-Java,AWS-Kubernetes-Spring-React-Angular-Spark-PostgreSQL-RESTful APIs,No found,Testing-Databases-Version Control-Mobile Development-Agile-Cloud Computing-Web Development-Software Architecture,0,0,5,3,8,8,0,1,1,3
Nebraska- United States,Nebraska,United States,Mid senior,Remote,Software Engineer,No found,No found,Problem Solving-Time Management-Leadership-Adaptability-Creativity-Communication-Teamwork,SQL-Java,MySQL-Spring,No found,Testing-Security-Version Control-Databases-Project Management-Agile,0,0,7,2,2,6,0,1,1,3
Hastings- NE,Nebraska,United States,Mid senior,Remote,Software Engineer,No found,No found,Teamwork,No found,No found,No found,Testing,0,0,1,0,0,1,0,1,1,3
Nebraska- United States,Nebraska,United States,Mid senior,Remote,Android Software Engineer,No found,No found,Problem Solving-Leadership-Decision Making-Creativity-Communication-Teamwork,Go-JavaScript-Kotlin-Java,Node.js-Google Cloud-Azure-RESTful APIs,No found,Testing-Version Control-Mobile Development-Data Science-Agile-Cloud Computing-Web Development-Software Architecture-TDD-CI CD,0,0,6,4,4,10,0,1,1,3
Nebraska- United States,Nebraska,United States,Mid senior,Remote,Android Software Engineer,No found,No found,Problem Solving-Leadership-Decision Making-Creativity-Communication-Teamwork,Go-JavaScript-Kotlin-Java,Node.js-Google Cloud-Azure-RESTful APIs,No found,Testing-Version Control-Mobile Development-Data Science-Agile-Cloud Computing-Web Development-Software Architecture-TDD-CI CD,0,0,6,4,4,10,0,1,1,3
Omaha- NE,Nebraska,United States,Mid senior,Remote,Software Engineer,No found,No found,Work Ethic-Leadership-Teamwork-Organization,JavaScript,No found,No found,Agile-Testing-Web Development-Security,0,0,4,1,0,4,0,1,1,3
Omaha- NE,Nebraska,United States,Mid senior,Remote,Software Engineer,No found,No found,Communication-Time Management-Teamwork-Adaptability,Go-Python,Kubernetes-PostgreSQL-Docker,No found,Networking-Databases-Version Control-Data Science,0,0,4,2,3,4,0,1,1,3
Omaha- NE,Nebraska,United States,Mid senior,Hybrid,Software Developer,No found,No found,Organization-Communication-Leadership-Teamwork,No found,AWS,No found,DevOps-Data Science-Agile-Cloud Computing-Web Development-CI CD,0,0,4,0,1,6,0,1,0,3
Omaha- NE,Nebraska,United States,Mid senior,Hybrid,Software Developer,No found,No found,Organization-Leadership-Teamwork,SQL-Java,Azure-Angular,No found,Testing-BDD-DevOps-Databases-Cloud Computing-Web Development-TDD,0,0,3,2,2,7,0,1,0,3
Omaha- NE,Nebraska,United States,Mid senior,Hybrid,Software Developer,No found,No found,Teamwork,SQL,Kubernetes-Ansible-Azure-Angular-Docker-Jenkins-Terraform,No found,DevOps-Security-Version Control-Databases-Project Management-Networking-Agile-Cloud Computing-Web Development,0,0,1,1,7,9,0,1,0,3
Omaha- NE,Nebraska,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Communication-Organization-Teamwork,Java-Python,Jenkins,No found,Agile-Testing-Security-DevOps,0,0,3,2,1,4,0,1,0,3
Nebraska- United States,Nebraska,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Organization-Adaptability-Empathy-Communication-Work Ethic-Teamwork,TypeScript-SQL-JavaScript,React-Angular,No found,Testing-Databases-Security-Data Science-Web Development-CI CD,0,0,6,3,2,6,0,1,0,3
Omaha- NE,Nebraska,United States,Mid senior,Hybrid,Software Developer,No found,No found,Teamwork,SQL,Azure-Angular,No found,DevOps-Security-Databases-Project Management-Networking-Agile-Cloud Computing-Web Development,0,0,1,1,2,8,0,1,0,3
Omaha- NE,Nebraska,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Problem Solving-Leadership-Organization-Creativity-Communication-Teamwork,No found,Spark,No found,Networking-Project Management,0,0,6,0,1,2,0,1,0,3
Omaha- NE,Nebraska,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Leadership-Teamwork-Adaptability,Java-Go-Perl-Python,No found,Certificate,Testing-Security,0,0,3,4,0,2,1,1,0,3
Offutt Air Force Base- NE,Nebraska,United States,Mid senior,Hybrid,Security Software Engineer,No found,No found,Leadership-Teamwork-Adaptability-Creativity,CSS-HTML-JavaScript-Java,Vue.js-Kubernetes-Spring-React-Angular-Docker-Jenkins-RESTful APIs,No found,Testing-DevOps-Version Control-Security-Agile-Web Development,0,0,4,4,8,6,0,1,0,3
Omaha- NE,Nebraska,United States,Mid senior,Hybrid,Software Engineer,English,No found,Problem Solving-Leadership-Organization-Adaptability-Creativity-Communication-Teamwork,Java-Go-JavaScript-Python,RESTful APIs-AWS,No found,Testing-DevOps-Data Science-Agile-Cloud Computing-Web Development-Software Architecture-CI CD,1,0,7,4,2,8,0,1,0,3
Omaha- NE,Nebraska,United States,Mid senior,Hybrid,Security Software Engineer,No found,No found,Leadership-Adaptability-Creativity-Communication-Teamwork,JavaScript,RESTful APIs,No found,Security-Agile-Web Development-Cloud Computing-Software Architecture-CI CD,0,0,5,1,1,6,0,1,0,3
Winston-Salem- NC,Winston-Salem,United States,Mid senior,Onsite,Software Engineer,No found,No found,Leadership-Teamwork,SQL,No found,No found,TDD-Databases,0,0,2,1,0,2,0,1,2,3
Winston-Salem- NC,Winston-Salem,United States,Mid senior,Remote,Software Developer,No found,No found,Leadership-Organization-Adaptability-Creativity-Communication-Teamwork,No found,AWS,No found,Mobile Development-Web Development-Cloud Computing-Data Science,0,0,6,0,1,4,0,1,1,3
Amherst- NY,Cheektowaga,United States,Mid senior,Onsite,Software Engineer,No found,No found,Communication-Time Management-Teamwork-Creativity,Go,No found,No found,Testing-Security,0,0,4,1,0,2,0,1,2,3
Buffalo- NY,Cheektowaga,United States,Mid senior,Onsite,Software Engineer,No found,No found,Problem Solving-Time Management-Leadership-Organization-Creativity-Communication-Teamwork,Python,Angular,Associate,Project Management-Testing-Web Development,0,0,7,1,1,3,1,1,2,3
Mentor- OH,Ohio,United States,Associate,Onsite,Software Engineer,No found,No found,Problem Solving-Leadership-Creativity-Communication-Teamwork,Java-Python,No found,No found,Testing,0,0,5,2,0,1,0,0,2,3
Mentor- OH,Ohio,United States,Associate,Onsite,Software Engineer,No found,No found,Leadership-Organization-Decision Making-Creativity-Communication-Teamwork,No found,No found,No found,Networking-Security-Software Architecture,0,0,6,0,0,3,0,0,2,3
Cleveland- OH,Ohio,United States,Associate,Onsite,Software Engineer,No found,No found,Organization-Leadership-Teamwork-Creativity,No found,No found,Bachelors,Agile-Testing-DevOps,0,0,4,0,0,3,1,0,2,3
Mayfield Heights- OH,Ohio,United States,Associate,Onsite,Software Engineer,No found,No found,Problem Solving-Leadership-Teamwork-Creativity,Java-Python,No found,No found,Networking-Agile-Testing,0,0,4,2,0,3,0,0,2,3
Valley City- OH,Ohio,United States,Associate,Hybrid,Software Engineer,No found,No found,Problem Solving-Organization-Leadership-Creativity-Teamwork,No found,No found,Certificate,Security-Version Control,0,0,5,0,0,2,1,0,0,3
Maumee- OH,Ohio,United States,Mid senior,Onsite,Software Developer,No found,No found,Organization-Communication-Problem Solving-Teamwork,CSS-SQL-HTML-PHP-JavaScript,Azure,No found,Testing-Databases-Version Control-Web Development-Cloud Computing-Software Architecture,0,0,4,5,1,6,0,1,2,3
Cleveland- OH,Ohio,United States,Mid senior,Remote,Software Engineer,No found,No found,Organization-Adaptability-Creativity-Communication-Teamwork,TypeScript-SQL-Java,AWS-Kubernetes-Spring-React-Angular-Spark-PostgreSQL-RESTful APIs,No found,Testing-Databases-Version Control-Mobile Development-Agile-Cloud Computing-Web Development-Software Architecture,0,0,5,3,8,8,0,1,1,3
Euclid- OH,Ohio,United States,Mid senior,Remote,Software Developer,No found,No found,Problem Solving-Leadership-Organization-Creativity-Communication-Teamwork,Java-CSS-SQL-HTML-JavaScript,Kubernetes-React-Azure-MySQL-Docker-RESTful APIs,No found,DevOps-Databases-Data Science-Agile-Cloud Computing-Web Development-Software Architecture,0,0,6,5,6,7,0,1,1,3
Cleveland- OH,Ohio,United States,Mid senior,Remote,Software Engineer,No found,No found,Leadership-Teamwork-Creativity,TypeScript-SQL-JavaScript-PHP,Node.js-Kubernetes-Express-PostgreSQL-Google Cloud,No found,DevOps-Security-Version Control-Databases-Project Management-Cloud Computing-Web Development,0,0,3,4,5,7,0,1,1,3
Toledo- OH,Ohio,United States,Mid senior,Remote,Software Engineer,No found,No found,Organization-Adaptability-Creativity-Communication-Teamwork,TypeScript-SQL-Java,AWS-Kubernetes-Spring-React-Angular-Spark-PostgreSQL-RESTful APIs,No found,Testing-Databases-Version Control-Mobile Development-Agile-Cloud Computing-Web Development-Software Architecture,0,0,5,3,8,8,0,1,1,3
Ohio- United States,Ohio,United States,Mid senior,Remote,Software Engineer,No found,No found,Leadership-Teamwork,JavaScript,AWS-Vue.js-React-Azure-Docker,No found,Cloud Computing-Web Development-Version Control,0,0,2,1,5,3,0,1,1,3
Cleveland- OH,Ohio,United States,Mid senior,Remote,Software Engineer,No found,No found,Communication-Leadership-Teamwork-Adaptability,CSS-HTML-JavaScript-Python,RESTful APIs-AWS-Express,No found,Testing-Databases-Security-Agile-Cloud Computing-Web Development,0,0,4,4,3,6,0,1,1,3
Fort Hood- TX,Killeen,United States,Mid senior,Onsite,Software Engineer,English,No found,Organization-Leadership-Teamwork,TypeScript,No found,No found,Security,1,0,3,1,0,1,0,1,2,3
St. Leonards- England- United Kingdom,Eastbourne,United Kingdom,Mid senior,Onsite,Software Engineer,English,No found,Teamwork,Java-C++-Python,RESTful APIs,No found,Agile-Testing-Version Control,1,0,1,3,1,3,0,1,2,2
St. Leonards- England- United Kingdom,Eastbourne,United Kingdom,Mid senior,Onsite,Software Engineer,No found,No found,Problem Solving-Teamwork,Python,No found,No found,Testing-Version Control,0,0,2,1,0,2,0,1,2,2
Crowborough- England- United Kingdom,Eastbourne,United Kingdom,Mid senior,Onsite,Software Engineer,No found,No found,Leadership-Adaptability-Decision Making-Creativity-Communication-Teamwork,Rust-Python,No found,Bachelors,Security-Databases,0,0,6,2,0,2,1,1,2,2
East Sussex- England- United Kingdom,Eastbourne,United Kingdom,Mid senior,Onsite,Software Engineer,English,No found,Problem Solving-Teamwork,C++-Python,No found,No found,Testing-Version Control,1,0,2,2,0,2,0,1,2,2
Hastings- England- United Kingdom,Eastbourne,United Kingdom,Mid senior,Hybrid,Software Engineer,No found,No found,Teamwork-Creativity,Python,No found,No found,Testing-Version Control-Software Architecture,0,0,2,1,0,3,0,1,0,2
Liverpool- England- United Kingdom,Liverpool,United Kingdom,Mid senior,Onsite,Software Developer,No found,No found,Communication-Teamwork-Adaptability-Creativity,Java-SQL-HTML-Shell-Python,Ansible-MongoDB-PostgreSQL-RESTful APIs-Flask,No found,Agile-DevOps-Databases-Web Development,0,0,4,5,5,4,0,1,2,2
Liverpool- England- United Kingdom,Liverpool,United Kingdom,Mid senior,Onsite,Software Developer,No found,No found,Leadership-Adaptability-Creativity-Communication-Teamwork,CSS-SQL-JavaScript-Java,Vue.js-MySQL-Spring,No found,Testing-Databases-Version Control-Agile-Web Development,0,0,5,4,3,5,0,1,2,2
Runcorn- England- United Kingdom,Liverpool,United Kingdom,Mid senior,Onsite,Software Engineer,No found,No found,Communication-Leadership-Teamwork,No found,No found,No found,No found,0,0,3,0,0,0,0,1,2,2
Halton- England- United Kingdom,Liverpool,United Kingdom,Mid senior,Hybrid,Software Engineer,No found,No found,Communication-Leadership-Teamwork,No found,No found,No found,Testing,0,0,3,0,0,1,0,1,0,2
Runcorn- England- United Kingdom,Liverpool,United Kingdom,Mid senior,Hybrid,Software Engineer,No found,No found,Communication-Leadership-Teamwork,No found,No found,No found,No found,0,0,3,0,0,0,0,1,0,2
Chester- England- United Kingdom,Liverpool,United Kingdom,Mid senior,Hybrid,Software Developer,No found,No found,Leadership-Teamwork-Adaptability-Creativity,CSS-SQL-JavaScript-HTML,React-Docker-Angular,No found,TDD-Databases-Web Development,0,0,4,4,3,3,0,1,0,2
Liverpool- England- United Kingdom,Liverpool,United Kingdom,Mid senior,Hybrid,Software Engineer,No found,No found,Teamwork-Creativity,CSS-SQL-JavaScript-HTML,RESTful APIs-Azure,Bachelors,Web Development-Databases-Cloud Computing,0,0,2,4,2,3,1,1,0,2
Chester- England- United Kingdom,Liverpool,United Kingdom,Mid senior,Hybrid,Software Engineer,No found,No found,Leadership-Teamwork-Creativity,Go-JavaScript,Terraform-Chef-Azure-Vue.js,Bachelors,DevOps-Agile-Web Development-Cloud Computing-Software Architecture,0,0,3,2,4,5,1,1,0,2
Liverpool- England- United Kingdom,Liverpool,United Kingdom,Mid senior,Hybrid,Software Engineer,No found,No found,Teamwork,SQL,Vue.js-React-Elasticsearch-Azure-Docker-Terraform-RESTful APIs,No found,Databases-Agile-Web Development-Cloud Computing-Software Architecture-TDD,0,0,1,1,7,6,0,1,0,2
Warrington- England- United Kingdom,Liverpool,United Kingdom,Mid senior,Hybrid,Software Engineer,No found,No found,Teamwork,Java,RESTful APIs,No found,Security-Software Architecture,0,0,1,1,1,2,0,1,0,2
Halton- England- United Kingdom,Liverpool,United Kingdom,Mid senior,Hybrid,Software Engineer,No found,No found,Communication-Leadership-Teamwork,No found,No found,No found,Testing,0,0,3,0,0,1,0,1,0,2
San Antonio- TX,San Antonio,United States,Associate,Onsite,Software Engineer,No found,No found,Leadership-Organization-Creativity-Communication-Work Ethic-Teamwork,No found,No found,No found,Networking-Security,0,0,6,0,0,2,0,0,2,3
San Antonio- TX,San Antonio,United States,Associate,Onsite,Software Engineer,No found,No found,Teamwork,No found,Kubernetes,No found,DevOps-CI CD-Security,0,0,1,0,1,3,0,0,2,3
San Antonio- TX,San Antonio,United States,Associate,Onsite,Software Engineer,No found,No found,Communication-Organization-Teamwork-Creativity,No found,Express,PhD,Security,0,0,4,0,1,1,1,0,2,3
San Antonio- TX,San Antonio,United States,Mid senior,Onsite,Software Engineer,No found,No found,Teamwork-Adaptability-Creativity,No found,No found,No found,Testing,0,0,3,0,0,1,0,1,2,3
San Antonio- TX,San Antonio,United States,Mid senior,Onsite,Software Architect,No found,Certified Information Systems Security Professional-Cisco Certified Network Associate-Cisco Certified Network Professional,Organization-Communication-Leadership-Creativity,Java-JavaScript-Python,Node.js-AWS-React-Azure-Google Cloud,No found,DevOps-Security-Data Science-Web Development-Cloud Computing-Software Architecture,0,3,4,3,5,6,0,1,2,3
San Antonio- TX,San Antonio,United States,Mid senior,Onsite,Software Developer,No found,No found,Teamwork-Creativity,No found,No found,No found,Web Development,0,0,2,0,0,1,0,1,2,3
San Antonio- TX,San Antonio,United States,Mid senior,Onsite,Software Engineer,No found,No found,Problem Solving-Organization-Leadership-Creativity-Teamwork,No found,RESTful APIs-Google Cloud-AWS-Azure,No found,Testing-DevOps-Security-Mobile Development-Project Management-Agile-Cloud Computing-Web Development-Software Architecture-CI CD,0,0,5,0,4,10,0,1,2,3
San Antonio- TX,San Antonio,United States,Mid senior,Onsite,Software Developer,No found,No found,Interpersonal Skills-Organization-Adaptability-Creativity-Teamwork,Ruby-SQL-HTML-PHP-Shell-JavaScript-Python,Node.js-Vue.js-Angular,No found,Security-Databases-Version Control-Mobile Development-Agile-Web Development,0,0,5,7,3,6,0,1,2,3
San Antonio- TX,San Antonio,United States,Mid senior,Onsite,Software Engineer,No found,No found,Teamwork,Python,Kubernetes-Docker-RESTful APIs,No found,Testing-Security,0,0,1,1,3,2,0,1,2,3
San Antonio- TX,San Antonio,United States,Mid senior,Onsite,Software Engineer,No found,No found,Problem Solving-Organization-Leadership-Creativity-Teamwork,No found,No found,No found,Security-Mobile Development-Agile-Web Development-Software Architecture,0,0,5,0,0,5,0,1,2,3
San Antonio- TX,San Antonio,United States,Mid senior,Onsite,Software Engineer,No found,No found,Communication-Time Management-Teamwork-Creativity,No found,No found,No found,No found,0,0,4,0,0,0,0,1,2,3
San Antonio- TX,San Antonio,United States,Mid senior,Onsite,Software Engineer,No found,No found,Communication-Organization-Teamwork,SQL-JavaScript,PostgreSQL,PhD,Testing-Databases-Security-Project Management-Cloud Computing-Web Development,0,0,3,2,1,6,1,1,2,3
San Antonio- Texas Metropolitan Area,San Antonio,United States,Mid senior,Onsite,FrontEnd Software Engineer,No found,No found,Problem Solving-Teamwork,CSS-HTML-JavaScript,React-RESTful APIs-Vue.js-Angular,Diploma,Testing-Web Development-Version Control-Security,0,0,2,3,4,4,1,1,2,3
San Antonio- TX,San Antonio,United States,Mid senior,Onsite,Software Engineer,No found,No found,Leadership-Teamwork-Creativity,SQL-PHP,Laravel-RESTful APIs-MySQL-Angular,No found,Agile-Testing-Databases,0,0,3,2,4,3,0,1,2,3
San Antonio- TX,San Antonio,United States,Mid senior,Remote,Software Engineer,No found,No found,Organization-Teamwork,CSS-SQL-HTML-Shell-JavaScript-Python,Kubernetes-React-Django-Azure-MySQL-MongoDB-PostgreSQL-Docker-Redis-Flask,No found,Testing-Databases-DevOps-Agile-Cloud Computing-Web Development,0,0,2,6,10,6,0,1,1,3
San Antonio- TX,San Antonio,United States,Mid senior,Remote,Software Engineer,No found,No found,Organization-Adaptability-Creativity-Communication-Teamwork,TypeScript-SQL-Java,AWS-Kubernetes-Spring-React-Angular-Spark-PostgreSQL-RESTful APIs,No found,Testing-Databases-Version Control-Mobile Development-Agile-Cloud Computing-Web Development-Software Architecture,0,0,5,3,8,8,0,1,1,3
San Antonio- TX,San Antonio,United States,Mid senior,Remote,Software Engineer,No found,No found,Communication-Leadership-Teamwork,SQL-JavaScript,Azure-Redis-Angular,No found,Testing-Databases-Agile-Web Development-Cloud Computing-Software Architecture,0,0,3,2,3,6,0,1,1,3
San Antonio- TX,San Antonio,United States,Mid senior,Remote,Software Engineer,No found,No found,Teamwork,TypeScript-JavaScript,React-Node.js,No found,Web Development,0,0,1,2,2,1,0,1,1,3
San Antonio- TX,San Antonio,United States,Mid senior,Remote,Software Engineer,No found,No found,Communication-Leadership-Teamwork,TypeScript-JavaScript-Java,No found,No found,Agile-Testing-Web Development-Software Architecture,0,0,3,3,0,4,0,1,1,3
San Antonio- TX,San Antonio,United States,Mid senior,Remote,Software Engineer,No found,No found,Communication-Leadership-Teamwork,TypeScript-JavaScript,React-AWS-Kubernetes,No found,Agile-Testing-Web Development-Cloud Computing,0,0,3,2,3,4,0,1,1,3
San Antonio- TX,San Antonio,United States,Mid senior,Remote,Software Developer,No found,No found,Problem Solving-Leadership-Creativity-Communication-Teamwork,SQL-JavaScript-Java,No found,No found,Agile-Security-Databases-Web Development,0,0,5,3,0,4,0,1,1,3
San Antonio- TX,San Antonio,United States,Mid senior,Remote,Software Engineer,No found,No found,Communication-Time Management-Teamwork-Adaptability,Go-Python,Kubernetes-PostgreSQL-Docker,No found,Networking-Databases-Version Control-Data Science,0,0,4,2,3,4,0,1,1,3
San Antonio- TX,San Antonio,United States,Mid senior,Remote,Software Engineer,No found,No found,Communication-Problem Solving-Teamwork,No found,Kubernetes-Docker-RESTful APIs,No found,Networking-Testing-Security,0,0,3,0,3,3,0,1,1,3
San Antonio- TX,San Antonio,United States,Mid senior,Remote,Software Engineer,English,No found,Communication-Teamwork,No found,MySQL-MongoDB-PostgreSQL-Kubernetes,Bachelors,Networking-Databases-Web Development-Data Science,1,0,2,0,4,4,1,1,1,3
San Antonio- TX,San Antonio,United States,Mid senior,Hybrid,FrontEnd Software Developer,No found,No found,Problem Solving-Leadership-Adaptability-Creativity-Work Ethic-Teamwork,CSS-HTML-JavaScript,React-RESTful APIs-Vue.js-Angular,Diploma,Testing-Security-Version Control-Data Science-Web Development,0,0,6,3,4,5,1,1,0,3
San Antonio- TX,San Antonio,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Teamwork-Adaptability,TypeScript-Java-CSS-SQL-HTML-JavaScript,AWS-Vue.js-React-Angular-Docker-RESTful APIs,No found,Testing-Databases-Version Control-Agile-Cloud Computing-Web Development,0,0,2,6,6,6,0,1,0,3
San Antonio- Texas Metropolitan Area,San Antonio,United States,Mid senior,Hybrid,Software Architect,No found,No found,No found,No found,Kubernetes-Docker-Express,No found,DevOps-Web Development-Software Architecture,0,0,0,0,3,3,0,1,0,3
San Antonio- TX,San Antonio,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Organization-Leadership-Teamwork-Creativity,SQL-Shell-Perl-Python,Spark-RESTful APIs-PostgreSQL-SOAP,No found,Testing-Security-DevOps-Databases-Data Science-Agile,0,0,4,4,4,6,0,1,0,3
